GeneID,Cardamine,log2FC_Ox_WT_leaf_protoplast,Ox.leaf.vs.protoplast_q_value,log2FC_Col0_leaf_protoplast,Col0.leaf.vs.protoplast_q_value
AT5G47200,Chir06Ox_b00620.2,NA,NA,1.252957007,0.015564073
AT5G47220,Chir06Ox_b00600.2,2.103186295,1.05e-07,1.488761985,0.008260816
AT5G47230,Chir06Ox_b00590.2,2.010373421,1.06e-07,2.866802679,1.32e-07
AT5G47240,Chir06Ox_b00580.2,NA,NA,2.305230608,4.27e-05
AT5G47400,Chir06Ox_b00460.2,1.088363672,0.002069353,NA,NA
AT5G47430,Chir06Ox_b00440.2,NA,NA,1.418875989,0.002873401
AT5G47640,Chir06Ox_b00160.2,2.141926472,3.15e-10,NA,NA
AT5G47670,Chir06Ox_b00130.2,1.901101559,0.001346252,2.441365435,4.8e-05
AT5G47710,Chir06Ox_b00100.2,NA,NA,1.461812059,0.004767905
AT5G47880,Chir06Ox_b08650.2,NA,NA,1.142323547,0.020330795
AT5G47910,Chir06Ox_b08600.2,1.885334567,0.000538675,2.812731184,0.002317659
AT5G47970,Chir06Ox_b08770.2,NA,NA,1.170702932,0.01857896
AT5G48030,Chir06Ox_b08800.2,NA,NA,1.026978113,0.037359587
AT5G48310,Chir06Ox_b09080.2,NA,NA,1.606728521,0.000201095
AT5G48350,Chir07Ox_b30420.2,1.448296519,0.002897035,NA,NA
AT5G48380,Chir06Ox_b09180.2,NA,NA,1.610761347,0.00238609
AT5G48390,Chir06Ox_b09210.2,NA,NA,3.780156625,4.45e-25
AT5G48450,Chir06Ox_b09340.2,1.274722608,5.74e-05,2.844351061,1.42e-09
AT5G48470,Chir06Ox_b09360.2,NA,NA,1.222665873,0.009815986
AT5G48540,Chir06Ox_b09460.2,NA,NA,4.237987154,3.4e-19
AT5G48600,Chir01Ox_b36420.2,NA,NA,2.376453253,2.05e-07
AT5G48610,Chir06Ox_b09590.2,NA,NA,2.203160197,1.28e-05
AT5G48655,Chir06Ox_b09670.2,2.855256135,5.71e-15,2.559213925,2.35e-06
AT5G48850,Chir06Ox_b10110.2,NA,NA,2.373352303,0.000141389
AT5G49030,Chir06Ox_b10660.2,NA,NA,1.258500704,0.012662729
AT5G49160,Chir06Ox_b10800.2,NA,NA,1.331193653,0.009164397
AT5G49480,Chir06Ox_b11230.2,4.832203157,1.92e-14,5.163884593,9.85e-16
AT5G49520,Chir06Ox_b11310.2,4.390488109,1.94e-09,3.131606491,0.009050039
AT5G49700,Chir08Ox_b10540.2,1.471091931,0.003600243,3.088629633,3.22e-05
AT5G49910,Chir07Ox_b06490.2,NA,NA,2.339301145,7.15e-06
AT5G50430,Chir08Ox_b11770.2,1.454432427,0.000590641,NA,NA
AT5G50740,Chir08Ox_b11990.2,NA,NA,2.059342871,5.24e-05
AT5G50915,Chir08Ox_b12210.2,2.107528328,1.3e-10,2.080450922,0.001001703
AT5G51200,Chir04Ox_b07500.2,NA,NA,1.283292928,0.019315748
AT5G51380,Chir08Ox_b12940.2,NA,NA,1.00278134,0.043410272
AT5G51440,Chir08Ox_b13020.2,3.181955442,1.01e-09,3.810156997,3.32e-07
AT5G51460,Chir08Ox_b13040.2,NA,NA,2.359910816,2.9e-07
AT5G51830,Chir08Ox_b13470.2,NA,NA,1.139355502,0.029129604
AT5G51980,Chir08Ox_b13640.2,2.253214391,9.35e-11,1.233554773,0.016882842
AT5G51990,Chir08Ox_b13650.2,5.224091606,7.46e-22,NA,NA
AT5G52010,Chir08Ox_b13660.2,1.214012838,0.000579293,NA,NA
AT5G52020,Chir08Ox_b13670.2,3.159370555,2.96e-05,NA,NA
AT5G52200,Chir08Ox_b13850.2,1.292410096,0.000133624,1.80325732,7.73e-05
AT5G52400,Chir08Ox_b14050.2,2.902282104,3.05e-06,1.416022479,1.71e-05
AT5G52410,Chir08Ox_b14060.2,NA,NA,1.7830195,0.000192087
AT5G52570,Chir08Ox_b14260.2,1.274597692,0.019888171,2.504588857,0.007027626
AT5G52640,Chir08Ox_b14320.2,8.479295719,3.45e-70,5.471550043,7.4e-17
AT5G52660,Chir08Ox_b14350.2,1.509629127,6.97e-06,NA,NA
AT5G52760,Chir08Ox_b14450.2,NA,NA,3.782278046,0.002145731
AT5G52800,Chir08Ox_b14480.2,NA,NA,1.497523995,0.012744714
AT5G52882,Chir08Ox_b14580.2,NA,NA,2.240525495,7.47e-07
AT5G52910,Chir08Ox_b14640.2,NA,NA,1.69550778,2.72e-05
AT5G53050,Chir08Ox_b14810.2,1.920295297,3.24e-09,2.537098843,1.38e-06
AT5G53060,Chir08Ox_b14820.2,NA,NA,1.604841295,0.000219776
AT5G53130,Chir08Ox_b14890.2,1.108373514,0.007061437,1.181700067,0.038977596
AT5G53220,Chir08Ox_b15000.2,1.002475025,0.047778197,NA,NA
AT5G53400,Chir08Ox_b15270.2,1.007727592,0.005436649,NA,NA
AT5G53420,Chir08Ox_b15290.2,1.079679991,0.011720972,NA,NA
AT5G53570,Chir08Ox_b15450.2,1.868849575,4.48e-07,2.069438818,0.000240514
AT5G53590,Chir08Ox_b15470.2,1.911922389,0.000118151,NA,NA
AT5G53800,Chir08Ox_b15670.2,NA,NA,1.575800088,0.002768075
AT5G53880,Chir08Ox_b15740.2,NA,NA,1.242550784,0.015111067
AT5G54060,Chir08Ox_b15980.2,NA,NA,2.007551032,0.00866804
AT5G54165,Chir08Ox_b16130.2,6.804090323,1.18e-32,4.04617523,1.53e-09
AT5G54170,Chir08Ox_b16120.2,1.539540941,3.61e-06,2.517281715,1.42e-05
AT5G54300,Chir08Ox_b16310.2,1.482658458,0.000727093,2.175795535,0.009236935
AT5G54470,Chir08Ox_b16420.2,NA,NA,2.763433198,0.003352482
AT5G54490,Chir08Ox_b16450.2,2.80682576,9.44e-09,2.440575307,0.000383805
AT5G54670,Chir08Ox_b16640.2,NA,NA,1.590078154,0.00016872
AT5G54710,Chir08Ox_b16680.2,NA,NA,3.296502171,6.25e-06
AT5G54730,Chir08Ox_b16700.2,NA,NA,1.417501919,0.004995955
AT5G54860,Chir08Ox_b16840.2,1.826146347,1.8e-05,3.099379993,1.74e-08
AT5G54940,Chir08Ox_b16920.2,1.754520566,3.46e-08,1.366888263,0.013710741
AT5G54980,Chir08Ox_b16960.2,1.248241701,0.003099237,NA,NA
AT5G55040,Chir08Ox_b17000.2,NA,NA,1.300705112,0.013097448
AT5G55090,Chir08Ox_b17070.2,3.264800999,2.54e-07,3.055888539,1.71e-06
AT5G55110,Chir08Ox_b17090.2,1.444177515,0.000402885,NA,NA
AT5G55120,Chir08Ox_b17100.2,1.619498159,7.15e-07,2.07033062,3.61e-06
AT5G55180,Chir08Ox_b17180.2,NA,NA,2.375337852,5.92e-05
AT5G55310,Chir08Ox_b17310.2,NA,NA,1.336855661,0.012734519
AT5G55520,Chir08Ox_b17470.2,NA,NA,1.011125589,0.033844973
AT5G55660,Chir08Ox_b17640.2,NA,NA,2.62720482,2.1e-07
AT5G55820,Chir08Ox_b17800.2,NA,NA,1.33243794,0.003779388
AT5G56170,Chir08Ox_b18170.2,NA,NA,1.281829386,0.01276894
AT5G56580,Chir08Ox_b18690.2,NA,NA,1.971915023,3.24e-05
AT5G56740,Chir08Ox_b18910.2,NA,NA,1.081968733,0.028868689
AT5G56850,Chir08Ox_b19020.2,NA,NA,1.817680487,0.000100559
AT5G56980,Chir08Ox_b19140.2,1.440846656,6.58e-06,3.329787672,2.75e-07
AT5G57010,Chir08Ox_b19170.2,NA,NA,2.88981291,0.012477298
AT5G57015,Chir08Ox_b19180.2,NA,NA,2.203714072,0.000138627
AT5G57035,Chir08Ox_b19210.2,1.455407655,0.000212537,1.282136275,0.008375791
AT5G57100,Chir08Ox_b19280.2,1.050175584,0.009336888,NA,NA
AT5G57120,Chir08Ox_b19300.2,NA,NA,1.652899502,0.000995437
AT5G57590,Chir08Ox_b19770.2,NA,NA,1.414843616,0.000835839
AT5G57610,Chir08Ox_b19780.2,NA,NA,1.046273225,0.038126942
AT5G57980,Chir08Ox_b20160.2,2.34220196,0.000298414,2.307917585,7.06e-06
AT5G57990,Chir08Ox_b20170.2,NA,NA,1.347608964,0.009410299
AT5G58070,Chir08Ox_b20270.2,3.090230558,6.45e-16,2.084690419,4.66e-05
AT5G58090,Chir08Ox_b20300.2,NA,NA,1.276153414,0.019630279
AT5G58160,Chir08Ox_b20360.2,NA,NA,1.699077615,0.000712347
AT5G58270,Chir08Ox_b20460.2,NA,NA,1.053211108,0.030065736
AT5G58430,Chir08Ox_b20630.2,2.297838645,6.12e-08,1.735426681,0.002600555
AT5G58620,Chir08Ox_b20840.2,NA,NA,2.195668875,9.68e-07
AT5G58630,Chir08Ox_b20850.2,NA,NA,2.29002467,0.000227574
AT5G58690,Chir08Ox_b20940.2,NA,NA,2.331986104,0.000114436
AT5G58720,Chir08Ox_b20970.2,NA,NA,1.3118225,0.033375061
AT5G58730,Chir08Ox_b20980.2,1.083618025,0.013426744,NA,NA
AT5G58760,Chir08Ox_b21010.2,1.574872344,4.27e-06,1.774497103,0.000944285
AT5G58770,Chir08Ox_b21020.2,1.327541067,0.001445628,NA,NA
AT5G59400,Chir08Ox_b21730.2,NA,NA,1.512829961,0.012693846
AT5G59430,Chir08Ox_b21760.2,NA,NA,1.072346664,0.029468619
AT5G59450,Chir08Ox_b21780.2,1.128965076,0.000864223,NA,NA
AT5G59480,Chir08Ox_b21810.2,NA,NA,2.483845088,6.13e-07
AT5G59490,Chir08Ox_b21820.2,3.102232583,2.61e-08,1.933367167,3.5e-06
AT5G59510,Chir08Ox_b21840.2,NA,NA,1.51560602,0.001679035
AT5G59530,Chir08Ox_b21870.2,NA,NA,1.571687517,0.000641764
AT5G59720,Chir08Ox_b22120.2,6.014809382,1.19e-49,3.278446987,7.03e-06
AT5G59730,Chir08Ox_b22130.2,NA,NA,1.433941879,0.037234812
AT5G59740,Chir08Ox_b22140.2,NA,NA,1.872262109,0.001519379
AT5G59820,Chir08Ox_b22220.2,4.721470025,3.85e-20,3.974134776,5.99e-10
AT5G60030,Chir08Ox_b22450.2,NA,NA,2.001173492,0.000154489
AT5G60150,Chir08Ox_b22600.2,NA,NA,1.193061528,0.005116116
AT5G60800,Chir08Ox_b23260.2,1.562544136,4.08e-06,NA,NA
AT5G60930,Chir08Ox_b23400.2,NA,NA,1.380515737,0.004209862
AT5G61000,Chir08Ox_b23470.2,NA,NA,1.762005915,0.000906686
AT5G61030,Chir08Ox_b23500.2,NA,NA,1.420153701,0.00720058
AT5G61440,Chir08Ox_b23970.2,NA,NA,1.459736003,0.003429469
AT5G61460,Chir08Ox_b23990.2,NA,NA,1.710784716,0.000176589
AT5G61560,Chir08Ox_b24100.2,NA,NA,2.225097888,2.03e-05
AT5G61790,Chir08Ox_b24300.2,NA,NA,1.053689859,0.046581438
AT5G61820,Chir08Ox_b24330.2,2.351459058,5.45e-11,2.51961837,0.003437531
AT5G61900,Chir08Ox_b24400.2,1.928813683,1.32e-05,NA,NA
AT5G62020,Chir08Ox_b24540.2,1.459593649,9.63e-05,3.027437926,9.1e-05
AT5G62070,Chir08Ox_b24590.2,1.838907078,3.97e-08,1.453257105,0.001117752
AT5G62090,Chir08Ox_b24610.2,NA,NA,1.090763956,0.034565015
AT5G62390,Chir08Ox_b24890.2,NA,NA,1.707721472,0.00034895
AT5G62410,Chir08Ox_b24910.2,NA,NA,1.987899656,7.64e-06
AT5G62470,Chir08Ox_b24980.2,1.634867182,9.85e-05,NA,NA
AT5G62520,Chir08Ox_b25020.2,3.733053542,3.01e-08,NA,NA
AT5G62570,Chir08Ox_b25080.2,1.831497933,0.000630086,2.928498191,3.44e-06
AT5G62620,Chir08Ox_b25130.2,2.65670067,1.77e-15,NA,NA
AT5G62770,Chir08Ox_b25280.2,2.406804615,1.08e-11,NA,NA
AT5G62865,Chir08Ox_b25370.2,1.895691878,2.67e-05,NA,NA
AT5G63130,Chir08Ox_b25670.2,2.115486642,0.00013821,2.314543927,0.009576551
AT5G63290,Chir08Ox_b25850.2,3.440584138,1.14e-14,1.713161146,0.000591324
AT5G63320,Chir08Ox_b25880.2,3.709834891,6.14e-24,3.724771568,7.08e-10
AT5G63350,Chir08Ox_b25890.2,1.781421209,8.77e-05,2.158203827,0.01754696
AT5G63370,Chir08Ox_b25900.2,1.934452291,9.39e-08,1.744245258,0.000967089
AT5G63380,Chir08Ox_b25910.2,NA,NA,1.271494812,0.00542773
AT5G63390,Chir08Ox_b25920.2,NA,NA,1.057753822,0.000314934
AT5G63490,Chir08Ox_b26030.2,1.193753106,0.000421854,1.875197026,1.18e-05
AT5G63530,Chir08Ox_b26070.2,NA,NA,1.909770631,0.000134091
AT5G63550,Chir08Ox_b26090.2,1.031686894,0.023092305,3.649686497,4.19e-16
AT5G63700,Chir08Ox_b26270.2,NA,NA,1.36777605,0.00268098
AT5G63790,Chir08Ox_b26340.2,4.855708314,1.01e-32,5.268138072,2.5e-15
AT5G63920,Chir08Ox_b26480.2,NA,NA,1.597029746,0.000682239
AT5G63950,Chir08Ox_b26500.2,NA,NA,1.40947188,0.001627875
AT5G63960,Chir08Ox_b26510.2,NA,NA,1.475635275,0.001660027
AT5G63990,Chir08Ox_b26540.2,2.071889478,6.39e-05,NA,NA
AT5G64060,Chir08Ox_b26610.2,1.327313905,0.004095299,NA,NA
AT5G64080,Chir08Ox_b26630.2,NA,NA,1.710218636,0.000364079
AT5G64120,Chir08Ox_b26670.2,NA,NA,3.655761853,1.66e-05
AT5G64170,Chir08Ox_b26720.2,NA,NA,2.26850916,6.69e-08
AT5G64220,Chir08Ox_b26770.2,1.25294155,0.000211396,1.717799194,0.000440834
AT5G64230,Chir08Ox_b26780.2,1.864660751,2.81e-08,NA,NA
AT5G64250,Chir08Ox_b26790.2,1.254556726,7.64e-05,NA,NA
AT5G64300,Chir08Ox_b26850.2,NA,NA,1.044237123,0.04297909
AT5G64310,Chir08Ox_b26860.2,2.710180843,3.37e-14,3.628285099,1.76e-08
AT5G64510,Chir08Ox_b27100.2,2.462369612,1.18e-10,1.646428977,0.000752086
AT5G64550,Chir08Ox_b27140.2,1.099346017,0.000680611,NA,NA
AT5G64580,Chir08Ox_b27170.2,NA,NA,2.050318677,6.71e-06
AT5G64640,Chir08Ox_b27220.2,1.35347564,0.000105357,NA,NA
AT5G64660,Chir08Ox_b27240.2,3.176270267,4.49e-12,1.947853429,0.007070904
AT5G64710,Chir08Ox_b27310.2,NA,NA,1.137252529,0.021483443
AT5G64750,Chir08Ox_b27350.2,5.177460239,1.77e-21,4.400716903,0.000525852
AT5G64840,Chir08Ox_b27460.2,NA,NA,2.386518279,7.68e-07
AT5G64905,Chir08Ox_b27550.2,NA,NA,2.309315682,0.009951382
AT5G64940,Chir08Ox_b27590.2,NA,NA,1.774105586,0.001307408
AT5G64990,Chir08Ox_b27650.2,NA,NA,1.552045123,0.022764496
AT5G65130,Chir08Ox_b27790.2,1.397982427,0.000291318,NA,NA
AT5G65140,Chir08Ox_b27800.2,NA,NA,2.047663997,0.005918722
AT5G65230,Chir08Ox_b27920.2,NA,NA,1.318887583,0.037178748
AT5G65240,Chir08Ox_b27930.2,NA,NA,1.74794907,0.000103756
AT5G65280,Chir08Ox_b27980.2,1.23681094,0.000615156,NA,NA
AT5G65300,Chir08Ox_b28000.2,4.038167223,5.16e-27,2.024179644,0.0049518
AT5G65470,Chir08Ox_b28150.2,1.466566029,9.5e-06,1.192592315,0.020681006
AT5G65550,Chir08Ox_b28230.2,4.688012809,1.93e-29,NA,NA
AT5G65630,Chir08Ox_b28300.2,1.008033223,0.00227502,2.264081435,4.55e-06
AT5G65890,Chir08Ox_b28580.2,NA,NA,1.213914075,0.017229656
AT5G65920,Chir08Ox_b28620.2,NA,NA,1.818357056,4.28e-05
AT5G66020,Chir08Ox_b30570.2,1.715126676,4.75e-06,NA,NA
AT5G66070,Chir08Ox_b30510.2,NA,NA,1.656749765,0.046933167
AT5G66110,Chir08Ox_b30470.2,1.559979127,0.025022927,NA,NA
AT5G66130,Chir08Ox_b30450.2,NA,NA,1.544789599,0.001660027
AT5G66210,Chir08Ox_b30360.2,2.781796136,5.35e-11,2.970426921,1.24e-05
AT5G66540,Chir08Ox_b30050.2,NA,NA,1.28317644,0.012494182
AT5G66600,Chir08Ox_b29980.2,NA,NA,1.809534509,0.00013519
AT5G66620,Chir08Ox_b29960.2,1.179321728,0.00576067,2.872338304,4.03e-06
AT5G66631,Chir08Ox_b29940.2,NA,NA,1.720205523,0.003564296
AT5G66640,Chir08Ox_b29930.2,NA,NA,1.616837625,0.015328927
AT5G66650,Chir08Ox_b29900.2,NA,NA,2.064377959,0.020510844
AT5G66670,Chir08Ox_b29890.2,1.934705213,2.49e-06,NA,NA
AT5G66675,Chir08Ox_b29880.2,1.0412107,0.005023106,2.062234736,0.000292203
AT5G66730,Chir08Ox_b29820.2,NA,NA,1.121707139,0.04347375
AT5G66740,Chir08Ox_b29810.2,NA,NA,1.021681702,0.020740261
AT5G66750,Chir08Ox_b29780.2,NA,NA,1.515338514,0.002948441
AT5G66840,Chir08Ox_b29660.2,NA,NA,2.114361398,0.002264236
AT5G66850,Chir08Ox_b29650.2,NA,NA,2.63864509,1.27e-06
AT5G66890,Chir08Ox_b29610.2,2.606649307,2.97e-11,NA,NA
AT5G66940,Chir08Ox_b29440.2,NA,NA,2.39534287,0.001605347
AT5G67030,Chir08Ox_b29330.2,NA,NA,1.425507054,0.005736241
AT5G67080,Chir08Ox_b29280.2,1.506000487,0.024585105,NA,NA
AT5G67100,Chir08Ox_b29260.2,NA,NA,2.089055091,8.02e-07
AT5G67190,Chir08Ox_b29120.2,1.682151109,0.003508648,NA,NA
AT5G67210,Chir08Ox_b29100.2,1.110094782,0.005949011,NA,NA
AT5G67250,Chir08Ox_b29060.2,1.007521596,0.002648892,1.190549043,0.042769164
AT5G67300,Chir08Ox_b29000.2,1.148286498,0.00054405,NA,NA
AT5G67320,Chir08Ox_b28980.2,1.096427869,0.002128421,1.125758704,0.038787471
AT5G67340,Chir08Ox_b28960.2,1.278477198,0.004131826,1.663303399,0.001895677
AT5G67370,Chir08Ox_b28930.2,NA,NA,2.540675503,9.71e-05
AT5G67480,Chir08Ox_b28800.2,1.225495433,0.047719547,NA,NA
ATCG00790,ChirPtOx_b00590.2,NA,NA,1.314580867,0.035545519
ATCG00830,ChirPtOx_b00630.2,NA,NA,1.208194337,0.036069496
ATCG01090,ChirPtOx_b00830.2,1.241495593,0.032237276,NA,NA
ATCG01100,ChirPtOx_b00840.2,1.046999108,0.030647711,NA,NA
ATCG01110,ChirPtOx_b00850.2,1.071584178,0.006909593,NA,NA
ATCG01130,ChirPtOx_b00870.2,NA,NA,1.706044448,0.002486704
ATMG00040,ChirMtOx_b01020.2,NA,NA,1.478059504,0.00137202
ATMG00160,ChirMtOx_b00450.2,NA,NA,2.350894651,4.67e-07
ATMG00580,ChirMtOx_b00610.2,NA,NA,1.503827261,0.001275951
ATMG00660,ChirMtOx_b00760.2,NA,NA,2.329989301,0.000101241
ATMG00665,ChirMtOx_b01120.2,NA,NA,3.690891868,0.000391152
