"C.hirsutaOX","A.thaliana.TAIR10"
"Chir05Ox-b16390.2","AT3G51050"
"Chir05Ox-b16400.2","AT3G51060"
"Chir05Ox-b16410.2","AT3G51070"
"Chir05Ox-b16420.2","AT3G51080"
"Chir05Ox-b16430.2","AT3G51090"
"Chir05Ox-b16440.2","AT3G51100"
"Chir05Ox-b16470.2","AT3G51120"
"Chir05Ox-b16480.2","AT3G51130"
"Chir05Ox-b16490.2","AT3G51140"
"Chir05Ox-b16500.2","AT3G51150"
"Chir05Ox-b16510.2","AT3G51160"
"Chir05Ox-b16520.2","AT3G51180"
"Chir05Ox-b16550.2","AT3G51200"
"Chir05Ox-b16560.2","AT3G51220"
"Chir05Ox-b16570.2","AT3G51230"
"Chir05Ox-b16580.2","AT3G51240"
"Chir05Ox-b16590.2","AT3G51250"
"Chir05Ox-b16610.2","AT3G51270"
"Chir05Ox-b16620.2","AT3G51280"
"Chir05Ox-b16630.2","AT3G51290"
"Chir05Ox-b16640.2","AT3G51310"
"Chir05Ox-b16650.2","AT3G51320"
"Chir05Ox-b16660.2","AT3G51325"
"Chir05Ox-b16670.2","AT3G51340"
"Chir05Ox-b16680.2","AT3G51350"
"Chir05Ox-b16700.2","AT3G51360"
"Chir05Ox-b16710.2","AT3G51370"
"Chir05Ox-b16720.2","AT3G51380"
"Chir05Ox-b16730.2","AT3G51390"
"Chir05Ox-b16740.2","AT3G51410"
"Chir05Ox-b16750.2","AT3G51420"
"Chir05Ox-b16760.2","AT3G51440"
"Chir05Ox-b16780.2","AT3G51470"
"Chir05Ox-b16790.2","AT3G51480"
"Chir05Ox-b16800.2","AT3G51490"
"Chir05Ox-b16810.2","AT3G51500"
"Chir05Ox-b16820.2","AT3G51510"
"Chir05Ox-b16830.2","AT3G51520"
"Chir05Ox-b16840.2","AT3G51540"
"Chir05Ox-b16860.2","AT3G51550"
"Chir05Ox-b16880.2","AT3G51560"
"Chir05Ox-b16890.2","AT3G51570"
"Chir05Ox-b16900.2","AT3G51580"
"Chir05Ox-b16910.2","AT3G51590"
"Chir05Ox-b16920.2","AT3G51600"
"Chir05Ox-b16930.2","AT3G51610"
"Chir05Ox-b16940.2","AT3G51620"
"Chir05Ox-b16950.2","AT3G51632"
"Chir05Ox-b16960.2","AT3G51630"
"Chir05Ox-b16970.2","AT3G51642"
"Chir05Ox-b16990.2","AT3G51660"
"Chir05Ox-b17000.2","AT3G51670"
"Chir05Ox-b17010.2","AT3G51680"
"Chir05Ox-b17020.2","AT3G51700"
"Chir05Ox-b17050.2","AT3G51710"
"Chir05Ox-b17060.2","AT3G51720"
"Chir05Ox-b17100.2","AT3G51730"
"Chir05Ox-b17110.2","AT3G51740"
"Chir05Ox-b17130.2","AT3G51750"
"Chir05Ox-b17140.2","AT3G51760"
"Chir05Ox-b17150.2","AT3G51770"
"Chir05Ox-b17160.2","AT3G51780"
"Chir05Ox-b17170.2","AT3G51790"
"Chir05Ox-b17180.2","AT3G51800"
"Chir05Ox-b17200.2","AT3G51820"
"Chir05Ox-b17210.2","AT3G51830"
"Chir05Ox-b17220.2","AT3G51840"
"Chir05Ox-b17230.2","AT3G51850"
"Chir05Ox-b17250.2","AT3G51870"
"Chir05Ox-b17260.2","AT3G51880"
"Chir05Ox-b17270.2","AT3G51890"
"Chir05Ox-b17280.2","AT3G51895"
"Chir05Ox-b17290.2","AT3G51910"
"Chir05Ox-b17300.2","AT3G51920"
"Chir05Ox-b17310.2","AT3G51930"
"Chir05Ox-b17320.2","AT3G51940"
"Chir05Ox-b17330.2","AT3G51950"
"Chir05Ox-b17340.2","AT3G51960"
"Chir05Ox-b17370.2","AT3G51970"
"Chir05Ox-b17380.2","AT3G51980"
"Chir05Ox-b17390.2","AT3G51990"
"Chir05Ox-b17400.2","AT3G52030"
"Chir05Ox-b17410.2","AT3G52040"
"Chir05Ox-b17420.2","AT3G52050"
"Chir05Ox-b17470.2","AT3G52060"
"Chir05Ox-b17480.2","AT3G21640"
"Chir05Ox-b17490.2","AT3G52080"
"Chir05Ox-b17500.2","AT3G52090"
"Chir05Ox-b17510.2","AT3G52100"
"Chir05Ox-b17520.2","AT3G52105"
"Chir05Ox-b17530.2","AT3G52110"
"Chir05Ox-b17540.2","AT3G52115"
"Chir05Ox-b17550.2","AT3G52120"
"Chir05Ox-b17560.2","AT3G52130"
"Chir05Ox-b17570.2","AT3G52140"
"Chir05Ox-b17580.2","AT3G52150"
"Chir05Ox-b17590.2","AT3G52155"
"Chir05Ox-b17610.2","AT3G52160"
"Chir05Ox-b17620.2","AT3G52170"
"Chir05Ox-b17630.2","AT3G52180"
"Chir05Ox-b17640.2","AT3G52190"
"Chir05Ox-b17650.2","AT3G52200"
"Chir05Ox-b17660.2","AT3G52210"
"Chir05Ox-b17670.2","AT3G52220"
"Chir05Ox-b17680.2","AT3G52230"
"Chir05Ox-b17690.2","AT3G52240"
"Chir05Ox-b17700.2","AT3G52250"
"Chir05Ox-b17710.2","AT3G52260"
"Chir05Ox-b17720.2","AT3G52270"
"Chir05Ox-b17730.2","AT3G52280"
"Chir05Ox-b17740.2","AT3G52290"
"Chir05Ox-b17760.2","AT3G52300"
"Chir05Ox-b17770.2","AT3G52310"
"Chir05Ox-b17790.2","AT3G52320"
"Chir05Ox-b17800.2","AT3G52340"
"Chir05Ox-b17810.2","AT3G52360"
"Chir05Ox-b17820.2","AT3G52370"
"Chir05Ox-b17830.2","AT3G52380"
"Chir05Ox-b17840.2","AT3G52390"
"Chir05Ox-b17850.2","AT3G52400"
"Chir05Ox-b17860.2","AT3G52420"
"Chir05Ox-b17880.2","AT3G52430"
"Chir05Ox-b17890.2","AT3G52440"
"Chir05Ox-b17900.2","AT3G52450"
"Chir05Ox-b17910.2","AT3G52460"
"Chir05Ox-b17920.2","AT3G52470"
"Chir05Ox-b17940.2","AT3G52480"
"Chir05Ox-b17950.2","AT3G52490"
"Chir05Ox-b17960.2","AT3G52500"
"Chir05Ox-b17970.2","AT3G52520"
"Chir05Ox-b17980.2","AT3G52525"
"Chir05Ox-b17990.2","AT3G52540"
"Chir05Ox-b18010.2","AT3G52560"
"Chir05Ox-b18020.2","AT3G52561"
"Chir05Ox-b18030.2","AT3G52570"
"Chir05Ox-b18040.2","AT1G25055"
"Chir05Ox-b18070.2","AT2G36170"
"Chir05Ox-b18080.2","AT3G52600"
"Chir05Ox-b18090.2","AT3G52610"
"Chir05Ox-b18100.2","AT3G52620"
"Chir05Ox-b18110.2","AT3G52630"
"Chir05Ox-b18120.2","AT3G52640"
"Chir05Ox-b18130.2","AT3G52660"
"Chir05Ox-b18140.2","AT3G52680"
"Chir05Ox-b18180.2","AT3G52690"
"Chir05Ox-b18190.2","AT3G51530"
"Chir05Ox-b18200.2","AT3G52710"
"Chir05Ox-b18210.2","AT3G52720"
"Chir05Ox-b18220.2","AT3G52730"
"Chir05Ox-b18230.2","AT3G52740"
"Chir05Ox-b18280.2","AT3G52750"
"Chir05Ox-b18290.2","AT3G52760"
"Chir05Ox-b18300.2","AT3G52770"
"Chir05Ox-b18310.2","AT3G52780"
"Chir05Ox-b18320.2","AT3G52790"
"Chir05Ox-b18340.2","AT3G52810"
"Chir05Ox-b18350.2","AT3G52820"
"Chir05Ox-b18370.2","AT3G52840"
"Chir05Ox-b18380.2","AT3G52850"
"Chir05Ox-b18390.2","AT3G52860"
"Chir05Ox-b18400.2","AT3G52870"
"Chir05Ox-b18410.2","AT3G52880"
"Chir05Ox-b18420.2","AT3G52890"
"Chir05Ox-b18430.2","AT3G52900"
"Chir05Ox-b18440.2","AT3G52910"
"Chir05Ox-b18450.2","AT3G52920"
"Chir05Ox-b18460.2","AT3G52930"
"Chir05Ox-b18470.2","AT3G52940"
"Chir05Ox-b18480.2","AT3G52950"
"Chir05Ox-b18500.2","AT3G52960"
"Chir05Ox-b18510.2","AT3G52970"
"Chir05Ox-b18530.2","AT3G52990"
"Chir05Ox-b18540.2","AT3G53000"
"Chir05Ox-b18550.2","AT3G53010"
"Chir05Ox-b18560.2","AT3G53020"
"Chir05Ox-b18570.2","AT3G53030"
"Chir05Ox-b18580.2","AT3G53040"
"Chir05Ox-b18590.2","AT3G53090"
"Chir05Ox-b18600.2","AT3G53100"
"Chir05Ox-b18610.2","AT3G53110"
"Chir05Ox-b18630.2","AT3G53130"
"Chir05Ox-b18640.2","AT3G53140"
"Chir05Ox-b18650.2","AT3G53150"
"Chir05Ox-b18680.2","AT3G53250"
"Chir05Ox-b18690.2","AT1G48180"
"Chir05Ox-b18710.2","AT3G53240"
"Chir05Ox-b18720.2","AT3G53235"
"Chir05Ox-b18730.2","AT3G53232"
"Chir05Ox-b18740.2","AT3G53230"
"Chir05Ox-b18750.2","AT3G53220"
"Chir05Ox-b18760.2","AT3G53210"
"Chir05Ox-b18770.2","AT3G53200"
"Chir05Ox-b18780.2","AT3G53190"
"Chir05Ox-b18790.2","AT3G53180"
"Chir05Ox-b18800.2","AT3G53170"
"Chir05Ox-b18810.2","AT3G53260"
"Chir05Ox-b18820.2","AT3G53270"
"Chir05Ox-b18830.2","AT3G53280"
"Chir05Ox-b18850.2","AT3G53300"
"Chir05Ox-b18870.2","AT3G53360"
"Chir05Ox-b18880.2","AT3G53350"
"Chir05Ox-b18900.2","AT3G53320"
"Chir05Ox-b18910.2","AT3G53310"
"Chir05Ox-b18920.2","AT3G53370"
"Chir05Ox-b18930.2","AT3G53380"
"Chir05Ox-b18940.2","AT3G53390"
"Chir05Ox-b18950.2","AT3G53400"
"Chir05Ox-b18960.2","AT3G53420"
"Chir05Ox-b18970.2","AT3G53430"
"Chir05Ox-b18980.2","AT3G53440"
"Chir05Ox-b18990.2","AT3G53450"
"Chir05Ox-b19010.2","AT3G53470"
"Chir05Ox-b19020.2","AT3G53480"
"Chir05Ox-b19030.2","AT3G53490"
"Chir05Ox-b19040.2","AT3G53500"
"Chir05Ox-b19050.2","AT3G53510"
"Chir05Ox-b19080.2","AT3G53530"
"Chir05Ox-b19090.2","AT3G53540"
"Chir05Ox-b19100.2","AT3G53560"
"Chir05Ox-b19110.2","AT3G53570"
"Chir05Ox-b19120.2","AT3G53580"
"Chir05Ox-b19130.2","AT3G53590"
"Chir05Ox-b19140.2","AT3G53600"
"Chir05Ox-b19150.2","AT3G53610"
"Chir05Ox-b19160.2","AT3G53620"
"Chir05Ox-b19170.2","AT3G53630"
"Chir05Ox-b19180.2","AT2G37470"
"Chir05Ox-b19190.2","AT3G53670"
"Chir05Ox-b19200.2","AT3G53680"
"Chir05Ox-b19210.2","AT3G53700"
"Chir05Ox-b19220.2","AT3G53710"
"Chir05Ox-b19230.2","AT3G53720"
"Chir05Ox-b19250.2","AT3G53740"
"Chir05Ox-b19260.2","AT3G53760"
"Chir05Ox-b19270.2","AT3G53770"
"Chir05Ox-b19280.2","AT3G53780"
"Chir05Ox-b19290.2","AT3G53790"
"Chir05Ox-b19300.2","AT3G57010"
"Chir05Ox-b19310.2","AT3G53800"
"Chir05Ox-b19320.2","AT3G53810"
"Chir05Ox-b19330.2","AT3G53820"
"Chir05Ox-b19340.2","AT3G53830"
"Chir05Ox-b19350.2","AT3G53850"
"Chir05Ox-b19360.2","AT3G53880"
"Chir05Ox-b19380.2","AT3G53900"
"Chir05Ox-b19390.2","AT3G53920"
"Chir05Ox-b19410.2","AT3G53930"
"Chir05Ox-b19420.2","AT3G53940"
"Chir05Ox-b19430.2","AT3G53950"
"Chir05Ox-b19440.2","AT3G53960"
"Chir05Ox-b19450.2","AT3G53970"
"Chir05Ox-b19460.2","AT3G53980"
"Chir05Ox-b19470.2","AT3G53990"
"Chir05Ox-b19480.2","AT3G54000"
"Chir05Ox-b19490.2","AT3G54010"
"Chir05Ox-b19500.2","AT3G54020"
"Chir05Ox-b19510.2","AT3G54030"
"Chir05Ox-b19520.2","AT3G54040"
"Chir05Ox-b19530.2","AT3G54050"
"Chir05Ox-b19540.2","AT3G54080"
"Chir05Ox-b19550.2","AT3G54085"
"Chir05Ox-b19560.2","AT3G54090"
"Chir05Ox-b19570.2","AT3G54110"
"Chir05Ox-b19580.2","AT3G54120"
"Chir05Ox-b19590.2","AT3G54130"
"Chir05Ox-b19620.2","AT3G54140"
"Chir05Ox-b19640.2","AT3G54150"
"Chir05Ox-b19650.2","AT3G54180"
"Chir05Ox-b19660.2","AT3G54190"
"Chir05Ox-b19680.2","AT3G54200"
"Chir05Ox-b19690.2","AT3G54210"
"Chir05Ox-b19700.2","AT3G54220"
"Chir05Ox-b19710.2","AT3G54230"
"Chir05Ox-b19720.2","AT3G54240"
"Chir05Ox-b19730.2","AT3G54250"
"Chir05Ox-b19740.2","AT3G54260"
"Chir05Ox-b19750.2","AT3G54270"
"Chir05Ox-b19760.2","AT3G54280"
"Chir05Ox-b19770.2","AT3G54290"
"Chir05Ox-b19780.2","AT3G54300"
"Chir05Ox-b19810.2","AT3G54320"
"Chir05Ox-b19820.2","AT3G54340"
"Chir05Ox-b19830.2","AT3G54350"
"Chir05Ox-b19840.2","AT3G54360"
"Chir05Ox-b19850.2","AT3G54380"
"Chir05Ox-b19860.2","AT3G54390"
"Chir05Ox-b19870.2","AT3G54400"
"Chir05Ox-b19880.2","AT3G54420"
"Chir05Ox-b19890.2","AT3G54430"
"Chir05Ox-b19900.2","AT3G54440"
"Chir05Ox-b19910.2","AT3G54450"
"Chir05Ox-b19920.2","AT3G54460"
"Chir05Ox-b19930.2","AT3G54470"
"Chir05Ox-b19940.2","AT3G54480"
"Chir05Ox-b19950.2","AT3G54490"
"Chir05Ox-b19960.2","AT3G54500"
"Chir05Ox-b19970.2","AT3G54510"
"Chir05Ox-b19990.2","AT3G54530"
"Chir05Ox-b20010.2","AT3G54540"
"Chir05Ox-b20020.2","AT3G54550"
"Chir05Ox-b20030.2","AT3G54560"
"Chir05Ox-b20050.2","AT3G28550"
"Chir05Ox-b20060.2","AT3G54600"
"Chir05Ox-b20070.2","AT3G54610"
"Chir05Ox-b20080.2","AT3G54620"
"Chir05Ox-b20090.2","AT3G54630"
"Chir05Ox-b20100.2","AT3G54640"
"Chir05Ox-b20110.2","AT3G54650"
"Chir05Ox-b20120.2","AT3G44310"
"Chir05Ox-b20130.2","AT3G54660"
"Chir05Ox-b20140.2","AT3G54670"
"Chir05Ox-b20160.2","AT3G54680"
"Chir05Ox-b20170.2","AT3G54690"
"Chir05Ox-b20180.2","AT3G54700"
"Chir05Ox-b20190.2","AT3G54710"
"Chir05Ox-b20200.2","AT3G54720"
"Chir05Ox-b20220.2","AT3G54740"
"Chir05Ox-b20230.2","AT3G54750"
"Chir05Ox-b20250.2","AT3G54760"
"Chir05Ox-b20260.2","AT3G54770"
"Chir05Ox-b20270.2","AT3G54790"
"Chir05Ox-b20280.2","AT3G54800"
"Chir05Ox-b20290.2","AT3G54810"
"Chir05Ox-b20300.2","AT3G54820"
"Chir05Ox-b20310.2","AT3G54826"
"Chir05Ox-b20340.2","AT4G30064"
"Chir05Ox-b20360.2","AT3G54840"
"Chir05Ox-b20370.2","AT3G54850"
"Chir05Ox-b20380.2","AT3G54860"
"Chir05Ox-b20390.2","AT3G54870"
"Chir05Ox-b20400.2","AT3G54880"
"Chir05Ox-b20410.2","AT3G54890"
"Chir05Ox-b20420.2","AT3G54900"
"Chir05Ox-b20440.2","AT3G54920"
"Chir05Ox-b20450.2","AT3G54930"
"Chir05Ox-b20460.2","AT3G54940"
"Chir05Ox-b20470.2","AT3G54950"
"Chir05Ox-b20480.2","AT3G54960"
"Chir05Ox-b20500.2","AT3G54970"
"Chir05Ox-b20510.2","AT3G54980"
"Chir05Ox-b20520.2","AT3G54990"
"Chir05Ox-b20540.2","AT3G55005"
"Chir05Ox-b20550.2","AT3G55010"
"Chir05Ox-b20570.2","AT3G55020"
"Chir05Ox-b20580.2","AT3G55030"
"Chir05Ox-b20590.2","AT3G55040"
"Chir05Ox-b20600.2","AT3G55050"
"Chir05Ox-b20610.2","AT3G55060"
"Chir05Ox-b20620.2","AT3G55070"
"Chir05Ox-b20630.2","AT3G55080"
"Chir05Ox-b20640.2","AT3G55090"
"Chir05Ox-b20650.2","AT3G55100"
"Chir05Ox-b20660.2","AT3G55110"
"Chir05Ox-b20680.2","AT3G55120"
"Chir05Ox-b20690.2","AT3G55130"
"Chir05Ox-b20700.2","AT3G55140"
"Chir05Ox-b20710.2","AT3G55150"
"Chir05Ox-b20720.2","AT3G55160"
"Chir05Ox-b20730.2","AT3G55180"
"Chir05Ox-b20750.2","AT1G42190"
"Chir05Ox-b20760.2","AT3G55190"
"Chir05Ox-b20790.2","AT3G55220"
"Chir05Ox-b20800.2","AT3G55230"
"Chir05Ox-b20810.2","AT3G55240"
"Chir05Ox-b20820.2","AT3G55250"
"Chir05Ox-b20830.2","AT3G55260"
"Chir05Ox-b20840.2","AT3G55270"
"Chir05Ox-b20850.2","AT3G55280"
"Chir05Ox-b20860.2","AT3G55290"
"Chir05Ox-b20870.2","AT3G55320"
"Chir05Ox-b20880.2","AT3G55330"
"Chir05Ox-b20890.2","AT3G55340"
"Chir05Ox-b20900.2","AT3G55350"
"Chir05Ox-b20910.2","AT3G55360"
"Chir05Ox-b20920.2","AT3G55370"
"Chir05Ox-b20940.2","AT3G55390"
"Chir05Ox-b20950.2","AT3G55400"
"Chir05Ox-b20970.2","AT3G55410"
"Chir05Ox-b20980.2","AT3G55420"
"Chir05Ox-b21000.2","AT3G55430"
"Chir05Ox-b21010.2","AT3G55440"
"Chir05Ox-b21020.2","AT3G55450"
"Chir05Ox-b21030.2","AT3G55460"
"Chir05Ox-b21050.2","AT3G55470"
"Chir05Ox-b21090.2","AT3G55480"
"Chir05Ox-b21100.2","AT1G19080"
"Chir05Ox-b21110.2","AT3G55500"
"Chir05Ox-b21120.2","AT3G55510"
"Chir05Ox-b21130.2","AT3G55515"
"Chir05Ox-b21140.2","AT3G55520"
"Chir05Ox-b21150.2","AT3G55530"
"Chir05Ox-b21170.2","AT3G55550"
"Chir05Ox-b21180.2","AT3G55560"
"Chir05Ox-b21190.2","AT3G55580"
"Chir05Ox-b21200.2","AT3G55570"
"Chir05Ox-b21210.2","AT3G55600"
"Chir05Ox-b21220.2","AT3G55605"
"Chir05Ox-b21230.2","AT3G55610"
"Chir05Ox-b21240.2","AT3G55620"
"Chir05Ox-b21250.2","AT3G55630"
"Chir05Ox-b21260.2","AT3G55640"
"Chir05Ox-b21280.2","AT3G55646"
"Chir05Ox-b21300.2","AT3G55660"
"Chir05Ox-b21320.2","AT3G55252"
"Chir05Ox-b21340.2","AT3G55690"
"Chir05Ox-b21350.2","AT3G55700"
"Chir05Ox-b21370.2","AT3G55720"
"Chir05Ox-b21380.2","AT3G55730"
"Chir05Ox-b21400.2","AT3G55740"
"Chir05Ox-b21420.2","AT3G55760"
"Chir05Ox-b21430.2","AT3G55770"
"Chir05Ox-b21440.2","AT3G55780"
"Chir05Ox-b21450.2","AT3G55790"
"Chir05Ox-b21460.2","AT3G55800"
"Chir05Ox-b21470.2","AT3G25960"
"Chir05Ox-b21480.2","AT3G55820"
"Chir05Ox-b21490.2","AT3G55830"
"Chir05Ox-b21500.2","AT3G55840"
"Chir05Ox-b21510.2","AT3G55850"
"Chir05Ox-b21520.2","AT3G55870"
"Chir05Ox-b21530.2","AT3G55880"
"Chir05Ox-b21540.2","AT3G55890"
"Chir05Ox-b21560.2","AT3G55920"
"Chir05Ox-b21570.2","AT3G55940"
"Chir05Ox-b21580.2","AT3G55950"
"Chir05Ox-b21590.2","AT3G55960"
"Chir05Ox-b21600.2","AT3G55970"
"Chir05Ox-b21610.2","AT3G55980"
"Chir05Ox-b21620.2","AT3G55990"
"Chir05Ox-b21630.2","AT3G56000"
"Chir05Ox-b21640.2","AT3G56010"
"Chir05Ox-b21650.2","AT3G56030"
"Chir05Ox-b21660.2","AT3G56040"
"Chir05Ox-b21670.2","AT3G56050"
"Chir05Ox-b21680.2","AT3G56060"
"Chir05Ox-b21690.2","AT3G56070"
"Chir05Ox-b21700.2","AT3G56080"
"Chir05Ox-b21720.2","AT3G56090"
"Chir05Ox-b21740.2","AT3G56100"
"Chir05Ox-b21750.2","AT3G56110"
"Chir05Ox-b21760.2","AT3G56120"
"Chir05Ox-b21770.2","AT3G56130"
"Chir05Ox-b21780.2","AT3G56140"
"Chir05Ox-b21790.2","AT3G56150"
"Chir05Ox-b21800.2","AT3G56160"
"Chir05Ox-b21810.2","AT3G56170"
"Chir05Ox-b21820.2","AT3G56180"
"Chir05Ox-b21830.2","AT3G56190"
"Chir05Ox-b21840.2","AT3G56200"
"Chir05Ox-b21850.2","AT3G56210"
"Chir05Ox-b21860.2","AT3G56220"
"Chir05Ox-b21870.2","AT3G56230"
"Chir05Ox-b21880.2","AT3G56240"
"Chir05Ox-b21890.2","AT3G56250"
"Chir05Ox-b21900.2","AT3G56260"
"Chir05Ox-b21910.2","AT3G56270"
"Chir05Ox-b21930.2","AT3G56290"
"Chir05Ox-b21940.2","AT3G56310"
"Chir05Ox-b21950.2","AT3G56320"
"Chir05Ox-b21960.2","AT3G56330"
"Chir05Ox-b21980.2","AT3G56350"
"Chir05Ox-b21990.2","AT3G56360"
"Chir05Ox-b22000.2","AT3G56370"
"Chir05Ox-b22010.2","AT3G56400"
"Chir05Ox-b22020.2","AT3G56410"
"Chir05Ox-b22030.2","AT3G56420"
"Chir05Ox-b22040.2","AT3G56430"
"Chir05Ox-b22050.2","AT3G56440"
"Chir05Ox-b22060.2","AT3G56460"
"Chir05Ox-b22070.2","AT3G56470"
"Chir05Ox-b22080.2","AT3G56480"
"Chir05Ox-b22090.2","AT3G56490"
"Chir05Ox-b22100.2","AT3G56500"
"Chir05Ox-b22120.2","AT3G56510"
"Chir05Ox-b22130.2","AT1G56280"
"Chir05Ox-b22140.2","AT3G56530"
"Chir05Ox-b22150.2","AT3G56550"
"Chir05Ox-b22160.2","AT3G56570"
"Chir05Ox-b22170.2","AT3G56580"
"Chir05Ox-b22180.2","AT3G56590"
"Chir05Ox-b22190.2","AT3G56600"
"Chir05Ox-b22200.2","AT3G56610"
"Chir05Ox-b22210.2","AT3G56620"
"Chir05Ox-b22220.2","AT3G56630"
"Chir05Ox-b22230.2","AT3G56640"
"Chir05Ox-b22240.2","AT3G56650"
"Chir05Ox-b22260.2","AT3G56680"
"Chir05Ox-b22270.2","AT3G56690"
"Chir05Ox-b22300.2","AT3G56700"
"Chir05Ox-b22310.2","AT3G56710"
"Chir05Ox-b22320.2","AT3G56720"
"Chir05Ox-b22330.2","AT3G56740"
"Chir05Ox-b22340.2","AT3G62460"
"Chir05Ox-b22350.2","AT3G56750"
"Chir05Ox-b22360.2","AT3G56760"
"Chir05Ox-b22370.2","AT3G56770"
"Chir05Ox-b22400.2","AT3G56810"
"Chir05Ox-b22410.2","AT3G56820"
"Chir05Ox-b22420.2","AT3G56830"
"Chir05Ox-b22430.2","AT3G56840"
"Chir05Ox-b22440.2","AT3G56850"
"Chir05Ox-b22450.2","AT3G56860"
"Chir05Ox-b22460.2","AT3G56870"
"Chir05Ox-b22470.2","AT3G56880"
"Chir05Ox-b22480.2","AT3G56891"
"Chir05Ox-b22490.2","AT3G56900"
"Chir05Ox-b22500.2","AT3G56910"
"Chir05Ox-b22510.2","AT3G56920"
"Chir05Ox-b22520.2","AT3G56930"
"Chir05Ox-b22530.2","AT3G56940"
"Chir05Ox-b22540.2","AT3G56950"
"Chir05Ox-b22560.2","AT3G56960"
"Chir05Ox-b22570.2","AT3G56970"
"Chir05Ox-b22580.2","AT3G56980"
"Chir05Ox-b22590.2","AT3G56990"
"Chir05Ox-b22600.2","AT3G57000"
"Chir05Ox-b22630.2","AT3G57020"
"Chir05Ox-b22650.2","AT3G57030"
"Chir05Ox-b22660.2","AT3G57040"
"Chir05Ox-b22670.2","AT3G57050"
"Chir05Ox-b22680.2","AT3G57060"
"Chir05Ox-b22690.2","AT3G57062"
"Chir05Ox-b22700.2","AT3G57070"
"Chir05Ox-b22710.2","AT3G57080"
"Chir05Ox-b22730.2","AT3G57090"
"Chir05Ox-b22740.2","AT3G57120"
"Chir05Ox-b22750.2","AT3G57130"
"Chir05Ox-b22780.2","AT3G57150"
"Chir05Ox-b22810.2","AT3G57180"
"Chir05Ox-b22820.2","AT3G57190"
"Chir05Ox-b22830.2","AT3G57200"
"Chir05Ox-b22850.2","AT3G57220"
"Chir05Ox-b22900.2","AT3G57240"
"Chir05Ox-b22910.2","AT3G57260"
"Chir05Ox-b22930.2","AT3G57280"
"Chir05Ox-b22940.2","AT3G57290"
"Chir05Ox-b22950.2","AT3G57300"
"Chir05Ox-b22960.2","AT3G57320"
"Chir05Ox-b22970.2","AT3G57330"
"Chir05Ox-b22980.2","AT3G57340"
"Chir05Ox-b22990.2","AT3G57350"
"Chir05Ox-b23000.2","AT3G57360"
"Chir05Ox-b23020.2","AT3G57370"
"Chir05Ox-b23030.2","AT3G57380"
"Chir05Ox-b23040.2","AT3G57390"
"Chir05Ox-b23050.2","AT3G57400"
"Chir05Ox-b23060.2","AT3G57410"
"Chir05Ox-b23070.2","AT3G57420"
"Chir05Ox-b23080.2","AT3G57430"
"Chir05Ox-b23090.2","AT3G57440"
"Chir05Ox-b23100.2","AT3G57450"
"Chir05Ox-b23130.2","AT4G02310"
"Chir05Ox-b23150.2","AT3G57480"
"Chir05Ox-b23160.2","AT3G57500"
"Chir05Ox-b23180.2","AT3G57510"
"Chir05Ox-b23190.2","AT3G57520"
"Chir05Ox-b23200.2","AT3G57530"
"Chir05Ox-b23210.2","AT3G57540"
"Chir05Ox-b23230.2","AT3G61090"
"Chir05Ox-b23250.2","AT3G57550"
"Chir05Ox-b23260.2","AT3G57560"
"Chir05Ox-b23270.2","AT3G57570"
"Chir05Ox-b23310.2","AT3G57710"
"Chir05Ox-b23320.2","AT3G52530"
"Chir05Ox-b23350.2","AT3G57680"
"Chir05Ox-b23360.2","AT3G57670"
"Chir05Ox-b23370.2","AT3G57660"
"Chir05Ox-b23380.2","AT3G57650"
"Chir05Ox-b23390.2","AT3G57630"
"Chir05Ox-b23400.2","AT3G57610"
"Chir05Ox-b23410.2","AT3G57600"
"Chir05Ox-b23420.2","AT3G57590"
"Chir05Ox-b23470.2","AT3G57730"
"Chir05Ox-b23550.2","AT3G25080"
"Chir05Ox-b23560.2","AT3G57740"
"Chir05Ox-b23570.2","AT3G57750"
"Chir05Ox-b23580.2","AT3G57760"
"Chir05Ox-b23590.2","AT3G57780"
"Chir05Ox-b23610.2","AT3G57790"
"Chir05Ox-b23630.2","AT3G57800"
"Chir05Ox-b23640.2","AT3G57810"
"Chir05Ox-b23650.2","AT3G57830"
"Chir05Ox-b23660.2","AT3G57860"
"Chir05Ox-b23670.2","AT3G57870"
"Chir05Ox-b23680.2","AT3G57880"
"Chir05Ox-b23690.2","AT3G57890"
"Chir05Ox-b23700.2","AT3G57910"
"Chir05Ox-b23710.2","AT3G57920"
"Chir05Ox-b23720.2","AT3G57930"
"Chir05Ox-b23730.2","AT3G57940"
"Chir05Ox-b23740.2","AT3G58230"
"Chir05Ox-b23750.2","AT3G57950"
"Chir05Ox-b23780.2","AT3G57980"
"Chir05Ox-b23790.2","AT3G57990"
"Chir05Ox-b23800.2","AT3G58000"
"Chir05Ox-b23820.2","AT3G58020"
"Chir05Ox-b23830.2","AT3G58030"
"Chir05Ox-b23840.2","AT3G58040"
"Chir05Ox-b23850.2","AT3G58050"
"Chir05Ox-b23860.2","AT3G58060"
"Chir05Ox-b23870.2","AT3G58070"
"Chir05Ox-b23890.2","AT1G65870"
"Chir05Ox-b23930.2","AT3G58100"
"Chir05Ox-b23940.2","AT3G58110"
"Chir05Ox-b23950.2","AT3G58120"
"Chir05Ox-b23980.2","AT3G58130"
"Chir05Ox-b23990.2","AT3G58140"
