PeakID	Chr	Start	End	Strand	Peak.Score	Focus.Ratio.Region.Size	Annotation	Detailed.Annotation	Distance.to.TSS	Nearest.PromoterID	Chi_ID	Ath_ID
Peak8239	Chr4	21648152	21648967	+	0	NA	TTS	NA	2097	Chir04Ox_b20590.2_T002	Chir04Ox_b20590.2	AT2G38130
Peak8240	Chr3	20482343	20482734	+	0	NA	promoter-TSS	NA	-17	Chir03Ox_b31140.2_T001	Chir03Ox_b31140.2	AT2G16990
Peak8241	Chr2	6946009	6946604	+	0	NA	promoter-TSS	NA	-956	Chir02Ox_b08950.2_T001	Chir02Ox_b08950.2	AT1G56250
Peak8242	Chr1	13220634	13221063	+	0	NA	Intergenic	NA	5022	Chir01Ox_b31860.2_T001	Chir01Ox_b31860.2	NA
Peak8243	Chr4	25693479	25694260	+	0	NA	promoter-TSS	NA	-274	Chir04Ox_b30840.2_T003	Chir04Ox_b30840.2	AT2G47900
Peak8244	Chr4	21307564	21307971	+	0	NA	intron	NA	702	Chir04Ox_b19860.2_T001	Chir04Ox_b19860.2	AT2G37630
Peak8245	Chr3	1194766	1195855	+	0	NA	promoter-TSS	NA	-188	Chir03Ox_b03680.2_T001	Chir03Ox_b03680.2	AT3G04470
Peak8246	Chr2	6778154	6778637	+	0	NA	promoter-TSS	NA	50	Chir02Ox_b08830.2_T001	Chir02Ox_b08830.2	AT1G56340
Peak8247	Chr4	11032110	11032636	+	0	NA	intron	NA	1300	Chir04Ox_b07240.2_T001	Chir04Ox_b07240.2	AT2G26440
Peak8248	Chr1	5207143	5208178	+	0	NA	TTS	NA	1431	Chir01Ox_b14780.2_T001	Chir01Ox_b14780.2	AT1G14687
Peak8249	Chr4	1221624	1222167	+	0	NA	TTS	NA	2046	Chir04Ox_b01740.2_T001	Chir04Ox_b01740.2	AT2G22425
Peak8250	Chr2	17963963	17964648	+	0	NA	TTS	NA	2144	Chir02Ox_b15570.2_T001	Chir02Ox_b15570.2	AT1G69160
Peak8251	Chr8	14999585	15000156	+	0	NA	TTS	NA	3123	Chir08Ox_b17480.2_T001	Chir08Ox_b17480.2	AT5G55530
Peak8252	Chr6	20521849	20522235	+	0	NA	promoter-TSS	NA	-17	Chir06Ox_b22700.2_T001	Chir06Ox_b22700.2	AT5G16620
Peak8253	Chr7	8454090	8454527	+	0	NA	promoter-TSS	NA	91	Chir07Ox_b07620.2_T001	Chir07Ox_b07620.2	NA
Peak8254	Chr5	18400373	18400792	+	0	NA	promoter-TSS	NA	-1861	Chir05Ox_b14830.2_T001	Chir05Ox_b14830.2	AT3G49760
Peak8255	Chr4	23489414	23489840	+	0	NA	promoter-TSS	NA	-40	Chir04Ox_b24970.2_T001	Chir04Ox_b24970.2	AT2G42220
Peak8256	Chr1	9911421	9911989	+	0	NA	promoter-TSS	NA	-1266	Chir01Ox_b26660.2_T001	Chir01Ox_b26660.2	AT1G27950
Peak8257	Chr7	17328399	17329204	+	0	NA	exon	NA	1486	Chir07Ox_b13640.2_T001	Chir07Ox_b13640.2	AT4G16820
Peak8258	Chr4	9331883	9332233	+	0	NA	promoter-TSS	NA	-35	Chir04Ox_b05800.2_T001	Chir04Ox_b05800.2	AT2G24860
Peak8259	Chr4	21787606	21788296	+	0	NA	promoter-TSS	NA	-131	Chir04Ox_b20870.2_T001	Chir04Ox_b20870.2	AT2G38410
Peak8260	Chr4	21605720	21606467	+	0	NA	promoter-TSS	NA	-908	Chir04Ox_b20550.2_T001	Chir04Ox_b20550.2	AT2G38090
Peak8261	Chr4	1826132	1826549	+	0	NA	intron	NA	1973	Chir04Ox_b02270.2_T001	Chir04Ox_b02270.2	AT2G22840
Peak8262	Chr8	490264	491043	+	0	NA	promoter-TSS	NA	-11	Chir08Ox_b01260.2_T001	Chir08Ox_b01260.2	AT4G01026
Peak8263	Chr4	24613462	24613900	+	0	NA	promoter-TSS	NA	-1396	Chir04Ox_b28000.2_T001	Chir04Ox_b28000.2	AT2G45160
Peak8264	Chr1	3107491	3108048	+	0	NA	promoter-TSS	NA	-704	Chir01Ox_b08900.2_T001	Chir01Ox_b08900.2	AT1G09310
Peak8265	Chr4	2960061	2960482	+	0	NA	exon	NA	5196	Chir04Ox_b03070.2_T001	Chir04Ox_b03070.2	NA
Peak8266	Chr8	14921560	14922072	+	0	NA	Intergenic	NA	-3664	Chir08Ox_b17250.2_T001	Chir08Ox_b17250.2	AT5G55250
Peak8267	Chr4	410360	411906	+	0	NA	promoter-TSS	NA	-570	Chir04Ox_b00470.2_T001	Chir04Ox_b00470.2	AT2G21330
Peak8268	Chr3	23445903	23446286	+	0	NA	promoter-TSS	NA	-159	Chir03Ox_b35370.2_T002	Chir03Ox_b35370.2	AT2G20750
Peak8269	Chr6	4140710	4141385	+	0	NA	promoter-TSS	NA	-611	Chir06Ox_b05540.2_T001	Chir06Ox_b05540.2	AT5G43760
Peak8270	Chr4	21132919	21133350	+	0	NA	promoter-TSS	NA	-496	Chir04Ox_b19460.2_T001	Chir04Ox_b19460.2	AT2G37035
Peak8271	Chr2	1621779	1622277	+	0	NA	promoter-TSS	NA	-935	Chir02Ox_b02980.2_T001	Chir02Ox_b02980.2	AT1G62480
Peak8272	Chr5	23524170	23525260	+	0	NA	promoter-TSS	NA	-1422	Chir05Ox_b26990.2_T001	Chir05Ox_b26990.2	AT3G61280
Peak8273	Chr4	1673470	1673925	+	0	NA	intron	NA	887	Chir04Ox_b02170.2_T001	Chir04Ox_b02170.2	AT2G22770
Peak8274	Chr4	1293028	1293441	+	0	NA	TTS	NA	3070	Chir04Ox_b01810.2_T001	Chir04Ox_b01810.2	AT2G22490
Peak8275	Chr4	25010581	25011249	+	0	NA	promoter-TSS	NA	-911	Chir04Ox_b29120.2_T002	Chir04Ox_b29120.2	AT2G46250
Peak8276	Chr7	19793264	19793897	+	0	NA	promoter-TSS	NA	-1558	Chir07Ox_b18970.2_T001	Chir07Ox_b18970.2	AT4G22290
Peak8277	Chr4	22024210	22024998	+	0	NA	promoter-TSS	NA	-233	Chir04Ox_b21530.2_T001	Chir04Ox_b21530.2	AT2G38970
Peak8278	Chr8	19249833	19250584	+	0	NA	Intergenic	NA	5396	Chir08Ox_b28390.2_T001	Chir08Ox_b28390.2	AT5G65700
Peak8279	Chr8	14979556	14979955	+	0	NA	promoter-TSS	NA	-542	Chir08Ox_b17430.2_T001	Chir08Ox_b17430.2	AT5G55480
Peak8280	Chr7	19054279	19055192	+	0	NA	promoter-TSS	NA	-192	Chir07Ox_b17320.2_T001	Chir07Ox_b17320.2	AT4G20780
Peak8281	Chr2	17160716	17161265	+	0	NA	promoter-TSS	NA	-182	Chir02Ox_b14160.2_T001	Chir02Ox_b14160.2	AT1G67890
Peak8282	Chr4	22229518	22229953	+	0	NA	exon	NA	189	Chir04Ox_b21940.2_T001	Chir04Ox_b21940.2	AT2G39350
Peak8283	Chr4	16284183	16285186	+	0	NA	Intergenic	NA	4203	Chir04Ox_b10000.2_T001	Chir04Ox_b10000.2	AT2G28480
Peak8284	Chr7	25894271	25894726	+	0	NA	intron	NA	1823	Chir07Ox_b34750.2_T001	Chir07Ox_b34750.2	AT4G37310
Peak8285	Chr7	13426042	13426449	+	0	NA	Intergenic	NA	-40421	Chir07Ox_b09050.2_T001	Chir07Ox_b09050.2	AT4G13510
Peak8286	Chr3	8042998	8043447	+	0	NA	exon	NA	1066	Chir03Ox_b22110.2_T001	Chir03Ox_b22110.2	AT3G22070
Peak8287	Chr1	3422382	3423294	+	0	NA	intron	NA	243	Chir01Ox_b09820.2_T001	Chir01Ox_b09820.2	AT1G10120
Peak8288	Chr6	18446724	18447189	+	0	NA	exon	NA	377	Chir06Ox_b17370.2_T001	Chir06Ox_b17370.2	AT5G22380
Peak8289	Chr2	1686206	1686676	+	0	NA	Intergenic	NA	8287	Chir02Ox_b03090.2_T001	Chir02Ox_b03090.2	AT1G62370
Peak8290	Chr4	21173217	21173921	+	0	NA	promoter-TSS	NA	76	Chir04Ox_b19540.2_T001	Chir04Ox_b19540.2	AT2G37110
Peak8291	Chr4	17803798	17804398	+	0	NA	promoter-TSS	NA	8	Chir04Ox_b12160.2_T001	Chir04Ox_b12160.2	AT2G30440
Peak8292	Chr8	36205	36614	+	0	NA	promoter-TSS	NA	-57	Chir08Ox_b00100.2_T001	Chir08Ox_b00100.2	AT1G05940
Peak8293	Chr5	19008616	19009034	+	0	NA	promoter-TSS	NA	22	Chir05Ox_b15500.2_T001	Chir05Ox_b15500.2	NA
Peak8294	Chr2	15904861	15905250	+	0	NA	promoter-TSS	NA	-15	Chir02Ox_b12800.2_T001	Chir02Ox_b12800.2	AT1G66890
Peak8295	Chr1	22600993	22601402	+	0	NA	promoter-TSS	NA	54	Chir01Ox_b36120.2_T001	Chir01Ox_b36120.2	AT1G47480
Peak8296	Chr1	15982055	15982481	+	0	NA	promoter-TSS	NA	-961	Chir01Ox_b33330.2_T001	Chir01Ox_b33330.2	AT1G35435
Peak8297	Chr1	12906262	12906772	+	0	NA	promoter-TSS	NA	-65	Chir01Ox_b31540.2_T003	Chir01Ox_b31540.2	AT1G32930
Peak8298	Chr6	25409330	25409950	+	0	NA	promoter-TSS	NA	-192	Chir06Ox_b35860.2_T001	Chir06Ox_b35860.2	AT5G03160
Peak8299	Chr1	6567737	6568199	+	0	NA	intron	NA	862	Chir01Ox_b18750.2_T002	Chir01Ox_b18750.2	AT1G18710
Peak8300	Chr4	22915082	22915494	+	0	NA	promoter-TSS	NA	-2306	Chir04Ox_b23510.2_T002	Chir04Ox_b23510.2	AT2G40760
Peak8301	Chr7	25683161	25683572	+	0	NA	TTS	NA	1786	Chir07Ox_b34250.2_T001	Chir07Ox_b34250.2	AT4G36810
Peak8302	Chr1	11740771	11741184	+	0	NA	promoter-TSS	NA	20	Chir01Ox_b29960.2_T001	Chir01Ox_b29960.2	AT1G31350
Peak8303	Chr7	23377214	23378991	+	0	NA	TTS	NA	2309	Chir07Ox_b28210.2_T001	Chir07Ox_b28210.2	AT4G30980
Peak8304	Chr6	18950932	18951404	+	0	NA	exon	NA	515	Chir06Ox_b18570.2_T001	Chir06Ox_b18570.2	NA
Peak8305	Chr6	2038084	2038467	+	0	NA	Intergenic	NA	7964	Chir06Ox_b03310.2_T001	Chir06Ox_b03310.2	AT5G45250
Peak8306	Chr6	21037975	21038917	+	0	NA	promoter-TSS	NA	-245	Chir06Ox_b24160.2_T001	Chir06Ox_b24160.2	AT5G15210
Peak8307	Chr2	22067452	22068143	+	0	NA	TTS	NA	1876	Chir02Ox_b25120.2_T001	Chir02Ox_b25120.2	AT1G78100
Peak8308	Chr1	6605274	6606088	+	0	NA	promoter-TSS	NA	-870	Chir01Ox_b18850.2_T002	Chir01Ox_b18850.2	AT1G18800
Peak8309	Chr4	21777610	21779470	+	0	NA	promoter-TSS	NA	-2555	Chir04Ox_b20860.2_T001	Chir04Ox_b20860.2	AT2G38400
Peak8310	Chr8	12405891	12406698	+	0	NA	promoter-TSS	NA	-273	Chir08Ox_b13040.2_T001	Chir08Ox_b13040.2	AT5G51460
Peak8311	Chr7	17828771	17829322	+	0	NA	promoter-TSS	NA	-19	Chir07Ox_b14730.2_T001	Chir07Ox_b14730.2	AT4G17895
Peak8312	Chr3	23344316	23345331	+	0	NA	promoter-TSS	NA	-158	Chir03Ox_b35110.2_T001	Chir03Ox_b35110.2	AT2G20570
Peak8313	Chr5	15741815	15742278	+	0	NA	exon	NA	265	Chir05Ox_b10490.2_T001	Chir05Ox_b10490.2	NA
Peak8314	Chr1	5575203	5575585	+	0	NA	TTS	NA	944	Chir01Ox_b15800.2_T001	Chir01Ox_b15800.2	AT1G15760
Peak8315	Chr5	784370	784877	+	0	NA	promoter-TSS	NA	-921	Chir05Ox_b01380.2_T002	Chir05Ox_b01380.2	AT2G02450
Peak8316	Chr5	711856	712270	+	0	NA	TTS	NA	3779	Chir05Ox_b01270.2_T001	Chir05Ox_b01270.2	AT2G02180
Peak8317	Chr5	3137353	3138004	+	0	NA	promoter-TSS	NA	-277	Chir05Ox_b05380.2_T001	Chir05Ox_b05380.2	AT3G27785
Peak8318	Chr1	8347447	8348171	+	0	NA	Intergenic	NA	-5314	Chir01Ox_b23240.2_T001	Chir01Ox_b23240.2	AT1G23380
Peak8319	Chr2	16861172	16861670	+	0	NA	promoter-TSS	NA	-37	Chir02Ox_b13670.2_T001	Chir02Ox_b13670.2	AT1G67490
Peak8320	Chr8	10205616	10206235	+	0	NA	promoter-TSS	NA	-106	Chir08Ox_b11340.2_T001	Chir08Ox_b11340.2	AT5G50230
Peak8321	Chr7	16849385	16849823	+	0	NA	promoter-TSS	NA	-652	Chir07Ox_b12680.2_T003	Chir07Ox_b12680.2	AT4G16110
Peak8322	Chr5	17201993	17202533	+	0	NA	promoter-TSS	NA	-684	Chir05Ox_b12610.2_T001	Chir05Ox_b12610.2	AT3G47740
Peak8323	Chr4	14849582	14849959	+	0	NA	Intergenic	NA	5262	Chir04Ox_b08740.2_T001	Chir04Ox_b08740.2	AT2G27430
Peak8324	Chr8	14717445	14717872	+	0	NA	promoter-TSS	NA	9	Chir08Ox_b16740.2_T001	Chir08Ox_b16740.2	NA
Peak8325	Chr5	23805366	23805992	+	0	NA	promoter-TSS	NA	-94	Chir05Ox_b27680.2_T001	Chir05Ox_b27680.2	AT3G61970
Peak8326	Chr1	22022541	22023993	+	0	NA	promoter-TSS	NA	-2298	Chir01Ox_b35560.2_T001	Chir01Ox_b35560.2	AT1G45207
Peak8327	Chr7	22533893	22534362	+	0	NA	promoter-TSS	NA	-42	Chir07Ox_b26200.2_T001	Chir07Ox_b26200.2	AT4G29000
Peak8328	Chr7	23086487	23086972	+	0	NA	promoter-TSS	NA	-2062	Chir07Ox_b27470.2_T001	Chir07Ox_b27470.2	AT4G30200
Peak8329	Chr3	348413	349447	+	0	NA	promoter-TSS	NA	-344	Chir03Ox_b01150.2_T001	Chir03Ox_b01150.2	AT3G01060
Peak8330	Chr6	23075696	23076411	+	0	NA	promoter-TSS	NA	-232	Chir06Ox_b29530.2_T001	Chir06Ox_b29530.2	AT5G09810
Peak8331	Chr5	23557987	23558560	+	0	NA	promoter-TSS	NA	-481	Chir05Ox_b27100.2_T001	Chir05Ox_b27100.2	AT3G61380
Peak8332	Chr5	22637104	22637572	+	0	NA	promoter-TSS	NA	-868	Chir05Ox_b24660.2_T001	Chir05Ox_b24660.2	AT3G58800
Peak8333	Chr2	326063	327271	+	0	NA	intron	NA	1428	Chir02Ox_b00450.2_T001	Chir02Ox_b00450.2	AT1G64390
Peak8334	Chr5	10955710	10956148	+	0	NA	Intergenic	NA	152647	Chir05Ox_b08330.2_T001	Chir05Ox_b08330.2	NA
Peak8335	Chr4	25591144	25591551	+	0	NA	promoter-TSS	NA	-711	Chir04Ox_b30520.2_T001	Chir04Ox_b30520.2	AT2G47550
Peak8336	Chr1	25331746	25332175	+	0	NA	TTS	NA	4272	Chir01Ox_b39840.2_T001	Chir01Ox_b39840.2	NA
Peak8337	Chr8	18065890	18066615	+	0	NA	promoter-TSS	NA	-298	Chir08Ox_b25180.2_T001	Chir08Ox_b25180.2	AT5G62650
Peak8338	Chr2	20932574	20933025	+	0	NA	promoter-TSS	NA	-2797	Chir02Ox_b22410.2_T001	Chir02Ox_b22410.2	AT1G75450
Peak8339	Chr7	11137413	11137785	+	0	NA	Intergenic	NA	5358	Chir07Ox_b08450.2_T001	Chir07Ox_b08450.2	NA
Peak8340	Chr7	16505835	16506445	+	0	NA	intron	NA	1953	Chir07Ox_b12060.2_T001	Chir07Ox_b12060.2	AT4G15610
Peak8341	Chr1	7217508	7218135	+	0	NA	promoter-TSS	NA	-943	Chir01Ox_b20530.2_T001	Chir01Ox_b20530.2	AT1G20700
Peak8342	Chr3	7458022	7458798	+	0	NA	promoter-TSS	NA	-2409	Chir03Ox_b20680.2_T001	Chir03Ox_b20680.2	AT3G20650
Peak8343	Chr5	1137257	1137743	+	0	NA	promoter-TSS	NA	-829	Chir05Ox_b02000.2_T001	Chir05Ox_b02000.2	AT2G03260
Peak8344	Chr7	22620451	22621615	+	0	NA	TTS	NA	2134	Chir07Ox_b26360.2_T001	Chir07Ox_b26360.2	AT4G29140
Peak8345	Chr5	20028067	20028994	+	0	NA	promoter-TSS	NA	-158	Chir05Ox_b17920.2_T001	Chir05Ox_b17920.2	AT3G52470
Peak8346	Chr7	26306798	26307636	+	0	NA	promoter-TSS	NA	-17	Chir07Ox_b35780.2_T001	Chir07Ox_b35780.2	AT4G39940
Peak8347	Chr1	6085984	6086537	+	0	NA	promoter-TSS	NA	-440	Chir01Ox_b17440.2_T001	Chir01Ox_b17440.2	AT1G17360
Peak8348	Chr6	26151014	26151824	+	0	NA	TTS	NA	1665	Chir06Ox_b37850.2_T001	Chir06Ox_b37850.2	AT5G01910
Peak8349	Chr8	19334468	19334868	+	0	NA	promoter-TSS	NA	-403	Chir08Ox_b28610.2_T001	Chir08Ox_b28610.2	NA
Peak8350	Chr6	4316842	4317532	+	0	NA	promoter-TSS	NA	-1228	Chir06Ox_b05710.2_T002	Chir06Ox_b05710.2	AT5G43700
Peak8351	Chr2	1249095	1249696	+	0	NA	promoter-TSS	NA	-1786	Chir02Ox_b02250.2_T001	Chir02Ox_b02250.2	AT1G63020
Peak8352	Chr6	11165913	11166360	+	0	NA	promoter-TSS	NA	-52	Chir06Ox_b09160.2_T001	Chir06Ox_b09160.2	AT5G48360
Peak8353	Chr2	18485229	18485980	+	0	NA	promoter-TSS	NA	-312	Chir02Ox_b16490.2_T001	Chir02Ox_b16490.2	AT1G69990
Peak8354	Chr3	9477432	9477767	+	0	NA	promoter-TSS	NA	-104	Chir03Ox_b24450.2_T001	Chir03Ox_b24450.2	AT3G23980
Peak8355	Chr2	18861374	18862010	+	0	NA	exon	NA	139	Chir02Ox_b17230.2_T001	Chir02Ox_b17230.2	NA
Peak8356	Chr1	9068755	9069229	+	0	NA	TTS	NA	2051	Chir01Ox_b24720.2_T001	Chir01Ox_b24720.2	AT1G26550
Peak8357	Chr7	3018505	3019055	+	0	NA	promoter-TSS	NA	-987	Chir07Ox_b04320.2_T001	Chir07Ox_b04320.2	NA
Peak8358	Chr1	7850972	7852612	+	0	NA	promoter-TSS	NA	-638	Chir01Ox_b22030.2_T001	Chir01Ox_b22030.2	AT1G22280
Peak8359	Chr1	702580	703156	+	0	NA	promoter-TSS	NA	-520	Chir01Ox_b01990.2_T001	Chir01Ox_b01990.2	NA
Peak8360	Chr4	16684807	16685349	+	0	NA	promoter-TSS	NA	-135	Chir04Ox_b10360.2_T001	Chir04Ox_b10360.2	AT2G28710
Peak8361	Chr4	21638817	21639640	+	0	NA	Intergenic	NA	-4573	Chir04Ox_b20580.2_T001	Chir04Ox_b20580.2	AT2G38120
Peak8362	Chr7	23183768	23184210	+	0	NA	promoter-TSS	NA	-80	Chir07Ox_b27690.2_T001	Chir07Ox_b27690.2	AT4G30420
Peak8363	Chr8	6857195	6857652	+	0	NA	promoter-TSS	NA	62	Chir08Ox_b09800.2_T001	Chir08Ox_b09800.2	AT4G08540
Peak8364	Chr6	4746368	4747074	+	0	NA	promoter-TSS	NA	-1959	Chir06Ox_b06120.2_T001	Chir06Ox_b06120.2	AT5G43410
Peak8365	Chr5	3363126	3363480	+	0	NA	Intergenic	NA	-14641	Chir05Ox_b05530.2_T002	Chir05Ox_b05530.2	AT3G27890
Peak8366	Chr5	19026536	19027015	+	0	NA	promoter-TSS	NA	-228	Chir05Ox_b15550.2_T001	Chir05Ox_b15550.2	NA
Peak8367	Chr4	21687509	21688273	+	0	NA	promoter-TSS	NA	-1885	Chir04Ox_b20700.2_T001	Chir04Ox_b20700.2	AT2G38240
Peak8368	Chr1	20687606	20688037	+	0	NA	promoter-TSS	NA	-62	Chir01Ox_b34690.2_T001	Chir01Ox_b34690.2	NA
Peak8369	Chr7	26555182	26555777	+	0	NA	promoter-TSS	NA	-129	Chir07Ox_b36420.2_T002	Chir07Ox_b36420.2	AT4G39260
Peak8370	Chr5	22374025	22374565	+	0	NA	promoter-TSS	NA	-155	Chir05Ox_b23900.2_T001	Chir05Ox_b23900.2	NA
Peak8371	Chr4	18231174	18231558	+	0	NA	intron	NA	1368	Chir04Ox_b12930.2_T001	Chir04Ox_b12930.2	AT2G31110
Peak8372	Chr5	19721807	19722277	+	0	NA	promoter-TSS	NA	25	Chir05Ox_b17100.2_T001	Chir05Ox_b17100.2	AT3G51730
Peak8373	Chr4	20700465	20700880	+	0	NA	promoter-TSS	NA	-802	Chir04Ox_b18680.2_T001	Chir04Ox_b18680.2	NA
Peak8374	Chr5	23382164	23382644	+	0	NA	promoter-TSS	NA	49	Chir05Ox_b26600.2_T002	Chir05Ox_b26600.2	AT3G60750
Peak8375	Chr8	18018457	18018961	+	0	NA	promoter-TSS	NA	-630	Chir08Ox_b25100.2_T002	Chir08Ox_b25100.2	AT5G62580
Peak8376	Chr6	22423505	22423907	+	0	NA	promoter-TSS	NA	-19	Chir06Ox_b27800.2_T002	Chir06Ox_b27800.2	AT5G11430
Peak8377	Chr7	6308565	6309245	+	0	NA	intron	NA	3506	Chir07Ox_b06890.2_T001	Chir07Ox_b06890.2	AT5G35770
Peak8378	Chr6	4685010	4686046	+	0	NA	intron	NA	239	Chir06Ox_b06090.2_T001	Chir06Ox_b06090.2	NA
Peak8379	Chr1	8054265	8054635	+	0	NA	promoter-TSS	NA	-72	Chir01Ox_b22470.2_T001	Chir01Ox_b22470.2	AT1G22740
Peak8380	Chr7	13091035	13091604	+	0	NA	promoter-TSS	NA	-2570	Chir07Ox_b08960.2_T001	Chir07Ox_b08960.2	AT4G13420
Peak8381	Chr7	16754929	16755561	+	0	NA	TTS	NA	817	Chir07Ox_b12540.2_T001	Chir07Ox_b12540.2	AT4G15953
Peak8382	Chr4	24930738	24931193	+	0	NA	exon	NA	1193	Chir04Ox_b28870.2_T001	Chir04Ox_b28870.2	AT2G45970
Peak8383	Chr1	15378719	15379166	+	0	NA	exon	NA	1214	Chir01Ox_b33260.2_T001	Chir01Ox_b33260.2	NA
Peak8384	Chr7	23284751	23285250	+	0	NA	promoter-TSS	NA	-209	Chir07Ox_b27980.2_T001	Chir07Ox_b27980.2	AT4G30780
Peak8385	Chr8	14386016	14386434	+	0	NA	intron	NA	819	Chir08Ox_b16110.2_T001	Chir08Ox_b16110.2	AT5G54160
Peak8386	Chr1	163441	163914	+	0	NA	TTS	NA	254	Chir01Ox_b00490.2_T001	Chir01Ox_b00490.2	AT1G01720
Peak8387	Chr6	24992921	24993961	+	0	NA	promoter-TSS	NA	-1284	Chir06Ox_b34810.2_T001	Chir06Ox_b34810.2	AT5G04120
Peak8388	Chr8	908584	909067	+	0	NA	TTS	NA	2865	Chir08Ox_b02120.2_T001	Chir08Ox_b02120.2	NA
Peak8389	Chr5	2172659	2173120	+	0	NA	promoter-TSS	NA	-189	Chir05Ox_b03850.2_T001	Chir05Ox_b03850.2	NA
Peak8390	Chr8	17961729	17962180	+	0	NA	promoter-TSS	NA	-50	Chir08Ox_b24940.2_T001	Chir08Ox_b24940.2	NA
Peak8391	Chr8	3837683	3838495	+	0	NA	promoter-TSS	NA	-1867	Chir08Ox_b07620.2_T001	Chir08Ox_b07620.2	AT4G10610
Peak8392	Chr3	4187319	4188211	+	0	NA	promoter-TSS	NA	-80	Chir03Ox_b12280.2_T001	Chir03Ox_b12280.2	AT3G13062
Peak8393	Chr3	19901498	19901924	+	0	NA	promoter-TSS	NA	-255	Chir03Ox_b30540.2_T002	Chir03Ox_b30540.2	AT2G16630
Peak8394	Chr7	26762812	26763377	+	0	NA	promoter-TSS	NA	196	Chir07Ox_b37030.2_T001	Chir07Ox_b37030.2	AT4G38640
Peak8395	Chr2	22281038	22281468	+	0	NA	exon	NA	2038	Chir02Ox_b25680.2_T001	Chir02Ox_b25680.2	AT1G78620
Peak8396	Chr3	3750418	3751388	+	0	NA	promoter-TSS	NA	-131	Chir03Ox_b11000.2_T001	Chir03Ox_b11000.2	AT3G11760
Peak8397	Chr1	7081630	7081976	+	0	NA	promoter-TSS	NA	-39	Chir01Ox_b20140.2_T001	Chir01Ox_b20140.2	AT1G20230
Peak8398	Chr7	19662504	19663147	+	0	NA	promoter-TSS	NA	-42	Chir07Ox_b18640.2_T001	Chir07Ox_b18640.2	AT4G21980
Peak8399	Chr5	23080947	23081440	+	0	NA	promoter-TSS	NA	-246	Chir05Ox_b25880.2_T002	Chir05Ox_b25880.2	AT3G60120
Peak8400	Chr2	18964316	18965430	+	0	NA	promoter-TSS	NA	-440	Chir02Ox_b17490.2_T002	Chir02Ox_b17490.2	AT1G70920
Peak8401	Chr7	26065169	26065772	+	0	NA	promoter-TSS	NA	-877	Chir07Ox_b35180.2_T001	Chir07Ox_b35180.2	AT4G37740
Peak8402	Chr7	16205376	16205769	+	0	NA	TTS	NA	3352	Chir07Ox_b11640.2_T001	Chir07Ox_b11640.2	AT4G15280
Peak8403	Chr3	22845410	22846089	+	0	NA	promoter-TSS	NA	-436	Chir03Ox_b34330.2_T001	Chir03Ox_b34330.2	AT2G19770
Peak8404	Chr3	7581614	7582043	+	0	NA	exon	NA	905	Chir03Ox_b20970.2_T001	Chir03Ox_b20970.2	AT3G20898
Peak8405	Chr7	45610	46026	+	0	NA	TTS	NA	1937	Chir07Ox_b00050.2_T001	Chir07Ox_b00050.2	AT5G42100
Peak8406	Chr7	20102053	20102456	+	0	NA	Intergenic	NA	-4850	Chir07Ox_b19760.2_T001	Chir07Ox_b19760.2	NA
Peak8407	Chr3	20669843	20670244	+	0	NA	exon	NA	146	Chir03Ox_b31330.2_T001	Chir03Ox_b31330.2	AT2G17120
Peak8408	Chr6	23178809	23179208	+	0	NA	promoter-TSS	NA	93	Chir06Ox_b29890.2_T001	Chir06Ox_b29890.2	NA
Peak8409	Chr6	20620263	20620649	+	0	NA	promoter-TSS	NA	24	Chir06Ox_b22980.2_T001	Chir06Ox_b22980.2	AT5G16370
Peak8410	Chr6	1669248	1669793	+	0	NA	promoter-TSS	NA	-62	Chir06Ox_b03000.2_T001	Chir06Ox_b03000.2	AT5G45340
Peak8411	Chr5	1040891	1041313	+	0	NA	promoter-TSS	NA	-51	Chir05Ox_b01790.2_T001	Chir05Ox_b01790.2	AT2G02970
Peak8412	Chr6	20251137	20251686	+	0	NA	intron	NA	2603	Chir06Ox_b22000.2_T001	Chir06Ox_b22000.2	NA
Peak8413	Chr3	174915	175597	+	0	NA	TTS	NA	1545	Chir03Ox_b00620.2_T001	Chir03Ox_b00620.2	NA
Peak8414	Chr8	162966	164106	+	0	NA	promoter-TSS	NA	-80	Chir08Ox_b00460.2_T001	Chir08Ox_b00460.2	AT4G00340
Peak8415	Chr2	19790012	19790463	+	0	NA	promoter-TSS	NA	-475	Chir02Ox_b19400.2_T001	Chir02Ox_b19400.2	AT1G72710
Peak8416	Chr2	18343562	18344055	+	0	NA	TTS	NA	1991	Chir02Ox_b16260.2_T002	Chir02Ox_b16260.2	AT1G69780
Peak8417	Chr4	16931468	16932033	+	0	NA	Intergenic	NA	-7872	Chir04Ox_b10610.2_T001	Chir04Ox_b10610.2	AT2G28950
Peak8418	Chr3	499849	500474	+	0	NA	promoter-TSS	NA	-372	Chir03Ox_b01510.2_T001	Chir03Ox_b01510.2	AT3G02410
Peak8419	Chr6	1301181	1302047	+	0	NA	intron	NA	2256	Chir06Ox_b02440.2_T001	Chir06Ox_b02440.2	AT5G45800
Peak8420	Chr3	2183677	2184237	+	0	NA	promoter-TSS	NA	-81	Chir03Ox_b06420.2_T001	Chir03Ox_b06420.2	AT3G06850
Peak8421	Chr8	12256145	12257093	+	0	NA	promoter-TSS	NA	-154	Chir08Ox_b12800.2_T001	Chir08Ox_b12800.2	AT5G51260
